TOUCHPOINT,MONTH,SITE,IMPRESSIONS,AGE_MIN,AGE_DIFF,SEX,INCOME,UNWEIGHTED_REACH,COMPOSITION
IVIDEO,2016-05-01,IMHO,1086355,20,20,W,1,64,0.401
IVIDEO,2016-05-01,IMHO,448379,25,29,W,0,43,0.725
DISPLAY,2016-09-01,VK,5378497,16,24,W,0,212,0.753
DISPLAY,2016-04-01,MAILHEALTH,2148609,20,15,W,1,187,0.637
IVIDEO,2018-01-01,IMHO,2300823,16,34,W,0,95,0.341
IVIDEO,2018-02-01,IMHO,1320600,16,34,W,0,69,0.32
IVIDEO,2017-07-01,GPMD,1722877,16,18,M,1,155,0.505
IVIDEO,2017-10-01,STS,1680912,18,36,P,1,126,0.607
IVIDEO,2017-08-01,GPMD,753050,25,19,W,0,107,0.788
IVIDEO,2017-05-01,GPMD,2526084,16,19,W,0,284,0.791
IVIDEO,2016-04-01,GPMD,568962,25,19,W,1,81,0.613
IVIDEO,2016-09-01,GPMD,1731468,18,26,P,1,120,0.452
DISPLAY,2016-07-01,MAILPOST,2738004,20,24,W,1,306,0.723
IVIDEO,2017-04-01,GPMD,1362978,20,34,W,1,138,0.549
DISPLAY,2016-04-01,MAILLADY,1795577,20,15,W,1,150,0.757
IVIDEO,2017-04-01,GPMD,1851706,25,19,W,1,148,0.591
IVIDEO,2017-02-01,GPMD,2532844,16,19,W,0,196,0.743
IVIDEO,2017-04-01,IMHO,1140338,25,19,W,1,61,0.529
DISPLAY,2016-08-01,MAILPOST,25667110,20,24,W,1,995,0.754
IVIDEO,2017-04-01,GPMD,1762224,25,19,W,0,251,0.664
DISPLAY,2016-12-01,OK,22619380,18,26,P,1,898,0.821
IVIDEO,2016-06-01,GPMD,2834460,18,26,P,1,258,0.498
DISPLAY,2016-02-01,OK,5175585,18,26,P,1,269,0.796
IVIDEO,2016-04-01,GPMD,508423,25,29,W,1,63,0.798
DISPLAY,2016-11-01,MAILLADY,1437736,20,24,W,1,137,0.829
DISPLAY,2016-05-01,OK,28814726,20,24,W,0,653,0.679
DISPLAY,2016-01-01,MAILPOST,42557573,25,29,W,0,1759,0.827
DISPLAY,2016-07-01,MAILLADY,3875186,16,28,P,1,416,0.851
DISPLAY,2016-10-01,VK,1261862,25,25,M,1,103,0.729
IVIDEO,2016-06-01,GPMD,3601820,18,26,P,1,265,0.46
IVIDEO,2016-04-01,GPMD,2200248,20,14,W,0,250,0.662
IVIDEO,2017-03-01,IMHO,1820367,25,19,W,1,85,0.265
IVIDEO,2017-05-01,GPMD,969150,18,26,P,1,91,0.667
IVIDEO,2016-09-01,IMHO,2837657,18,32,M,1,193,0.537
DISPLAY,2016-11-01,MAILPOST,9850137,25,20,W,0,590,0.781
DISPLAY,2016-11-01,MAILMAIN,1943434,18,32,M,1,199,0.697
IVIDEO,2016-03-01,IMHO,450703,20,20,W,1,49,0.578
DISPLAY,2017-12-01,VK,3173322,25,19,W,1,187,0.613
IVIDEO,2018-01-01,IMHO,3429090,25,19,W,1,95,0.186
IVIDEO,2016-06-01,YOUTUBE,1586068,35,9,W,0,92,0.386
DISPLAY,2017-08-01,MAILMAIN,1124105,16,28,W,1,93,0.688
DISPLAY,2016-09-01,BABYBLOG,14821349,20,14,W,0,92,0.712
DISPLAY,2016-11-01,OK,10459767,18,32,M,1,254,0.668
IVIDEO,2016-06-01,YOUTUBE,1214903,16,19,W,0,61,0.651
IVIDEO,2017-06-01,IMHO,778959,20,34,W,1,67,0.554
IVIDEO,2016-04-01,YOUTUBE,513681,16,19,W,0,40,0.501
IVIDEO,2017-02-01,IMHO,1771112,20,34,W,1,137,0.462
IVIDEO,2016-08-01,STS,862143,20,34,W,1,69,0.637
DISPLAY,2016-08-01,MAILPOST,19529596,20,20,W,0,949,0.816
DISPLAY,2016-09-01,MAILHITECH,3524905,18,32,M,1,250,0.538
DISPLAY,2016-02-01,MAILPOST,65799448,18,32,M,1,1657,0.728
IVIDEO,2016-07-01,GPMD,4193022,20,14,W,0,176,0.459
IVIDEO,2016-08-01,YOUTUBE,2910192,20,14,W,0,74,0.456
DISPLAY,2016-05-01,GDN,28936692,25,20,W,0,626,0.485
DISPLAY,2016-03-01,MAILANSWERS,3048673,18,32,M,1,359,0.653
DISPLAY,2016-03-01,GDN,14402307,16,14,W,1,198,0.291
DISPLAY,2016-04-01,MAILPOST,10736257,18,32,M,1,799,0.8
IVIDEO,2017-01-01,IMHO,2370781,16,19,W,0,140,0.653
DISPLAY,2016-04-01,MAILPOST,46467308,25,20,W,1,1316,0.723
IVIDEO,2016-02-01,GPMD,878479,16,19,W,0,80,0.66
DISPLAY,2017-08-01,MAILMAIN,4699851,16,28,W,1,294,0.695
DISPLAY,2016-06-01,SPORTBOX,1528968,20,25,M,1,46,0.355
IVIDEO,2016-09-01,GPMD,2719415,20,34,W,1,239,0.691
IVIDEO,2017-05-01,IMHO,1898854,25,19,W,0,137,0.475
IVIDEO,2016-03-01,IMHO,1108563,25,19,W,1,99,0.547
DISPLAY,2016-03-01,MAILLADY,3407198,20,20,W,1,249,0.753
DISPLAY,2016-05-01,VK,9915452,25,39,M,1,473,0.732
DISPLAY,2016-12-01,MAILMAIN,1443767,18,32,M,1,155,0.753
IVIDEO,2017-08-01,GPMD,851502,18,32,M,1,59,0.556
DISPLAY,2016-03-01,VK,1295240,16,19,W,0,107,0.756
IVIDEO,2016-10-01,STS,500919,25,29,W,0,41,0.767
DISPLAY,2016-12-01,VK,2097889,18,26,W,0,41,0.464
IVIDEO,2016-05-01,GPMD,3038844,20,14,W,0,246,0.531
IVIDEO,2016-04-01,YOUTUBE,7347425,16,19,W,0,323,0.557
DISPLAY,2016-07-01,OK,7572025,20,24,W,1,289,0.587
DISPLAY,2017-09-01,VK,5369543,16,19,W,0,217,0.763
DISPLAY,2016-04-01,GDN,12973913,20,14,W,0,118,0.5
DISPLAY,2016-07-01,MAILDETI,948990,20,14,W,0,101,0.801
DISPLAY,2016-04-01,OK,31504924,25,20,W,0,1050,0.722
DISPLAY,2016-08-01,VK,5423986,18,26,P,0,262,0.86
DISPLAY,2016-11-01,MAILMAIN,4774598,20,24,W,1,369,0.7
DISPLAY,2016-05-01,VK,4403166,25,24,W,0,242,0.807
DISPLAY,2016-12-01,BABYBLOG,3822051,12,52,P,0,93,1.0
IVIDEO,2016-07-01,YOUTUBE,1074505,16,19,W,0,77,0.479
DISPLAY,2016-09-01,OK,9918859,16,19,W,0,235,0.682
DISPLAY,2016-05-01,OK,1703825,16,19,W,0,78,0.678
IVIDEO,2016-09-01,YOUTUBE,2205260,16,19,W,0,92,0.649
IVIDEO,2017-08-01,GPMD,9704228,20,14,W,0,64,0.162
IVIDEO,2017-09-01,GPMD,1057519,20,14,W,0,47,0.217
DISPLAY,2017-12-01,MAILPOST,4594874,20,14,W,0,193,0.791
DISPLAY,2018-02-01,MAILAUDIO,1136689,20,24,P,0,61,0.828
IVIDEO,2017-07-01,GPMD,2809484,16,19,W,0,169,0.775
IVIDEO,2016-10-01,GPMD,3808403,14,12,W,0,186,0.644
DISPLAY,2017-07-01,MAILPOST,18111028,16,19,W,0,632,0.811
DISPLAY,2017-07-01,VK,2484251,16,19,W,0,76,0.781
IVIDEO,2016-12-01,STS,2577141,25,29,W,0,216,0.559
DISPLAY,2016-12-01,RAMBLER,763859,20,24,W,1,55,0.385
IVIDEO,2016-05-01,IMHO,2077777,16,19,W,0,120,0.444
DISPLAY,2017-06-01,OK,26415944,16,28,W,1,439,0.619
DISPLAY,2016-10-01,MAILMYWORLD,3154940,20,15,W,1,126,0.733
IVIDEO,2017-06-01,GPMD,1863407,25,19,W,0,241,0.721
IVIDEO,2017-09-01,STS,784302,18,36,P,1,99,0.78
IVIDEO,2017-02-01,GPMD,4303244,20,14,W,0,183,0.448
DISPLAY,2016-10-01,MAILPOST,9609117,25,20,W,0,619,0.814
IVIDEO,2016-09-01,GPMD,1260591,20,34,W,1,170,0.714
DISPLAY,2016-04-01,MAILMAIN,4010959,18,17,P,1,649,0.777
DISPLAY,2016-01-01,MAILHEALTH,1252903,20,14,W,0,141,0.828
DISPLAY,2016-04-01,MAILPOST,20682729,20,24,W,0,1034,0.831
DISPLAY,2016-12-01,AFISHA,558435,18,26,P,1,44,0.672
DISPLAY,2016-03-01,MAILMAIN,5434987,25,15,W,1,574,0.673
DISPLAY,2016-04-01,VK,1108943,25,24,W,1,65,0.702
IVIDEO,2017-03-01,GPMD,1296442,25,29,W,0,149,0.595
IVIDEO,2016-12-01,STS,491023,20,34,W,1,42,0.756
IVIDEO,2016-04-01,GPMD,2416714,20,14,W,0,151,0.476
IVIDEO,2016-04-01,IMHO,2973693,18,32,M,1,188,0.571
IVIDEO,2017-10-01,GPMD,2128648,25,19,W,1,227,0.517
DISPLAY,2017-09-01,OK,11041900,16,28,W,1,287,0.63
IVIDEO,2016-10-01,GPMD,758342,25,19,W,0,136,0.749
IVIDEO,2016-12-01,STS,626009,16,19,W,0,56,0.831
IVIDEO,2016-06-01,IMHO,4515543,18,26,P,1,189,0.47
DISPLAY,2016-06-01,VK,1402871,25,20,W,0,83,0.783
DISPLAY,2017-12-01,VK,6518360,18,17,W,1,310,0.595
DISPLAY,2018-01-01,MAILPOST,2568382,18,46,P,0,351,0.995
DISPLAY,2017-11-01,VK,9719250,20,34,W,1,549,0.711
DISPLAY,2017-11-01,VK,813947,20,14,W,0,55,0.792
DISPLAY,2016-04-01,MAILHEALTH,1574308,25,20,W,1,172,0.713
DISPLAY,2016-08-01,MAILDETI,1004611,20,14,W,0,107,0.777
DISPLAY,2017-08-01,OK,9624835,16,19,W,0,202,0.68
IVIDEO,2017-08-01,GPMD,3427453,16,19,W,0,260,0.751
IVIDEO,2016-04-01,YOUTUBE,1181707,20,34,W,1,52,0.444
IVIDEO,2017-06-01,STS,707233,25,29,W,1,52,0.726
DISPLAY,2016-05-01,VK,5247354,18,6,M,0,132,0.697
DISPLAY,2016-10-01,MAILPOST,5311676,25,20,W,0,563,0.784
IVIDEO,2016-10-01,IMHO,2828152,18,32,M,1,167,0.56
DISPLAY,2016-09-01,MAILLADY,584490,20,14,W,0,61,0.858
DISPLAY,2016-02-01,OK,22739005,18,32,W,0,639,0.675
DISPLAY,2016-03-01,MAILLADY,1798296,20,15,W,1,140,0.752
DISPLAY,2016-12-01,BABYBLOG,284610,12,52,P,0,40,1.0
DISPLAY,2016-12-01,BABYBLOG,5790172,12,52,P,0,118,1.0
DISPLAY,2016-10-01,MAILPOST,16852328,16,24,W,1,708,0.741
IVIDEO,2017-02-01,IMHO,1227772,20,34,W,1,99,0.423
DISPLAY,2016-07-01,MAILPOST,11009227,25,20,W,0,827,0.811
IVIDEO,2016-07-01,IMHO,3440096,25,29,W,0,192,0.617
IVIDEO,2017-03-01,GPMD,813173,25,29,W,0,89,0.578
IVIDEO,2016-05-01,GPMD,891955,20,20,W,1,69,0.469
IVIDEO,2016-03-01,YOUTUBE,1710839,18,32,M,1,105,0.509
DISPLAY,2017-11-01,OK,1841889,20,14,W,0,62,0.759
DISPLAY,2016-05-01,MAILPOST,27398663,20,14,W,0,823,0.8
DISPLAY,2017-06-01,MAILPOST,4390310,16,19,W,0,306,0.763
IVIDEO,2017-07-01,OK,1142881,20,14,W,0,45,0.713
IVIDEO,2017-10-01,GPMD,742574,20,44,W,0,134,0.814
IVIDEO,2017-10-01,IMHO,43310114,25,19,P,1,1254,0.391
DISPLAY,2016-05-01,VK,1105495,20,20,W,1,93,0.702
DISPLAY,2017-01-01,BABYBLOG,4647607,12,52,P,0,174,1.0
IVIDEO,2017-01-01,GPMD,1942733,25,29,W,0,243,0.624
IVIDEO,2016-09-01,IMHO,1741923,20,20,W,1,77,0.379
DISPLAY,2016-04-01,MAILPOST,21119678,20,14,W,0,777,0.779
DISPLAY,2017-09-01,MAILPOST,4108600,16,19,W,0,283,0.774
IVIDEO,2016-10-01,IMHO,2272103,20,34,W,1,164,0.567
IVIDEO,2016-07-01,IMHO,2110463,20,14,W,0,89,0.535
DISPLAY,2016-06-01,VK,4071913,16,19,W,0,172,0.783
DISPLAY,2016-06-01,MAILDETI,9200749,20,20,W,1,350,0.365
DISPLAY,2016-09-01,MAILMAIN,7969531,16,29,P,0,784,0.925
IVIDEO,2016-09-01,IMHO,1195484,18,16,W,1,100,0.507
DISPLAY,2016-03-01,MAILPOST,30806538,20,34,W,1,1434,0.777
DISPLAY,2016-04-01,OK,3687588,18,32,M,1,158,0.586
DISPLAY,2016-03-01,VK,1296814,25,20,W,0,113,0.799
DISPLAY,2016-05-01,VK,5752473,20,14,W,0,284,0.751
IVIDEO,2017-03-01,GPMD,3902943,20,14,W,0,260,0.682
DISPLAY,2016-01-01,MAILPOST,16328693,20,14,W,0,796,0.792
IVIDEO,2017-04-01,GPMD,729218,14,10,W,0,48,0.7
IVIDEO,2017-01-01,GPMD,2590882,16,19,W,0,291,0.692
IVIDEO,2016-09-01,YOUTUBE,1156699,16,19,W,0,54,0.642
DISPLAY,2016-08-01,YOUTUBE,2846649,25,24,W,1,48,0.23
DISPLAY,2017-03-01,YOUTUBE,13109174,16,18,M,1,129,0.342
DISPLAY,2016-09-01,VK,660518,16,24,W,0,56,0.757
DISPLAY,2016-01-01,MAILPOST,7716780,18,6,M,0,187,0.704
IVIDEO,2016-11-01,GPMD,1643582,20,14,W,0,67,0.197
DISPLAY,2016-07-01,VK,4323452,16,8,M,0,117,0.735
DISPLAY,2016-01-01,OK,3160326,20,20,W,0,72,0.566
DISPLAY,2016-10-01,OK,21880453,20,15,W,1,256,0.58
IVIDEO,2016-05-01,YOUTUBE,1530777,18,32,M,1,124,0.599
DISPLAY,2016-05-01,OK,24794731,25,25,M,1,451,0.617
IVIDEO,2018-02-01,GPMD,1930633,18,32,M,1,211,0.601
IVIDEO,2017-06-01,GPMD,1518459,25,19,W,0,199,0.672
IVIDEO,2017-10-01,IMHO,2412813,25,39,W,1,176,0.707
IVIDEO,2017-05-01,GPMD,9903657,20,14,W,0,217,0.21
DISPLAY,2017-01-01,BABYBLOG,8672502,12,52,P,0,164,1.0
DISPLAY,2016-04-01,OK,2132782,20,14,W,0,105,0.684
DISPLAY,2017-02-01,VK,4714082,20,14,W,0,171,0.718
IVIDEO,2016-08-01,GPMD,1267262,20,34,W,1,118,0.666
IVIDEO,2017-02-01,STS,269210,25,19,W,1,43,0.721
IVIDEO,2017-02-01,IMHO,1295183,20,34,W,1,79,0.491
DISPLAY,2016-01-01,MAILLADY,364344,20,24,W,1,64,0.73
IVIDEO,2017-04-01,GPMD,914566,25,29,W,0,78,0.542
IVIDEO,2017-04-01,IMHO,3067426,16,19,W,0,142,0.546
DISPLAY,2016-03-01,VK,3379146,20,20,W,1,310,0.718
IVIDEO,2016-09-01,STS,343194,25,19,W,0,48,0.853
IVIDEO,2017-10-01,GPMD,4236495,20,14,W,0,83,0.142
IVIDEO,2016-04-01,GPMD,2861580,20,14,W,0,205,0.504
IVIDEO,2016-02-01,GPMD,685980,20,20,W,1,68,0.432
IVIDEO,2016-05-01,YOUTUBE,809507,18,26,P,1,66,0.597
IVIDEO,2016-09-01,GPMD,1187664,20,24,W,1,146,0.673
IVIDEO,2017-12-01,IMHO,16354286,25,19,P,1,179,0.296
DISPLAY,2017-12-01,VK,5306657,16,28,W,1,250,0.579
DISPLAY,2017-06-01,OK,11843848,16,19,W,0,232,0.717
DISPLAY,2017-07-01,MAILPOST,23404700,16,28,W,1,865,0.711
IVIDEO,2017-01-01,GPMD,2063738,18,26,W,1,218,0.617
IVIDEO,2016-12-01,GPMD,662153,18,26,W,1,76,0.663
DISPLAY,2016-04-01,MAILPOST,38397965,16,28,W,1,1260,0.739
IVIDEO,2016-10-01,IMHO,3304995,16,19,W,0,186,0.548
DISPLAY,2016-08-01,VK,3094956,25,20,W,0,114,0.827
DISPLAY,2016-07-01,MAILLADY,964218,20,14,W,0,88,0.879
IVIDEO,2016-06-01,YOUTUBE,1533141,20,34,W,1,54,0.258
IVIDEO,2016-07-01,IMHO,1966346,20,20,W,1,106,0.41
IVIDEO,2016-05-01,GPMD,2972523,16,19,M,1,216,0.662
DISPLAY,2016-04-01,GDN,23291531,25,24,W,1,186,0.551
IVIDEO,2017-04-01,GPMD,2950555,18,26,W,1,292,0.586
IVIDEO,2016-08-01,STS,754511,18,32,M,1,105,0.68
IVIDEO,2016-10-01,IMHO,1438758,25,19,W,0,95,0.351
IVIDEO,2017-08-01,IMHO,1204531,20,44,W,0,170,0.849
IVIDEO,2016-01-01,IMHO,1076105,20,14,W,0,75,0.425
IVIDEO,2016-10-01,IMHO,2647387,25,19,W,0,174,0.367
IVIDEO,2017-09-01,IMHO,1378728,25,19,W,0,108,0.303
IVIDEO,2018-02-01,GPMD,1830503,20,44,W,0,220,0.705
IVIDEO,2017-10-01,IMHO,3668465,20,14,W,0,66,0.243
IVIDEO,2017-11-01,IMHO,1191439,25,39,W,1,147,0.577
IVIDEO,2016-11-01,IMHO,2513236,25,19,W,1,98,0.362
IVIDEO,2016-10-01,IMHO,827107,20,14,W,0,40,0.388
IVIDEO,2016-06-01,GPMD,1355456,16,19,W,0,130,0.781
IVIDEO,2017-06-01,IMHO,366310,25,29,W,0,43,0.668
IVIDEO,2017-09-01,STS,923447,25,19,W,0,43,0.32
DISPLAY,2016-09-01,MAILLADY,3890443,18,26,P,1,298,0.816
DISPLAY,2016-08-01,VK,5937900,16,19,W,0,264,0.753
DISPLAY,2016-06-01,MAILPOST,6987085,20,20,W,0,451,0.483
IVIDEO,2016-04-01,YOUTUBE,2614322,18,16,W,0,65,0.538
IVIDEO,2016-10-01,GPMD,1299339,18,32,M,1,77,0.638
IVIDEO,2017-01-01,IMHO,1339992,20,14,W,0,53,0.589
IVIDEO,2017-01-01,IMHO,1017641,25,19,W,0,79,0.396
IVIDEO,2016-08-01,GPMD,1079437,20,24,W,0,121,0.709
IVIDEO,2016-08-01,IMHO,1116311,18,16,W,1,77,0.454
DISPLAY,2017-01-01,MAILPOST,37064180,18,32,M,1,1494,0.73
DISPLAY,2016-03-01,VK,530926,20,24,W,0,54,0.874
DISPLAY,2016-02-01,MAILPOST,20128787,25,15,W,1,911,0.725
IVIDEO,2016-10-01,GPMD,4151393,25,19,W,1,303,0.657
IVIDEO,2016-02-01,GPMD,309049,25,19,W,1,43,0.586
IVIDEO,2016-03-01,STS,704029,25,19,W,1,48,0.408
IVIDEO,2016-12-01,GPMD,1733651,20,34,W,1,113,0.544
IVIDEO,2016-03-01,IMHO,1488472,18,32,M,1,127,0.594
IVIDEO,2016-05-01,STS,1443025,18,26,P,1,72,0.483
IVIDEO,2017-04-01,STS,543923,16,19,W,0,60,0.793
IVIDEO,2017-01-01,IMHO,461188,25,29,W,0,48,0.515
IVIDEO,2018-02-01,IMHO,1081491,25,39,W,1,51,0.554
IVIDEO,2016-04-01,GPMD,750865,25,19,W,1,132,0.663
IVIDEO,2017-07-01,IMHO,2023666,25,19,W,0,116,0.265
IVIDEO,2017-10-01,IMHO,2751395,20,44,W,0,257,0.836
IVIDEO,2017-02-01,GPMD,1240144,25,19,W,1,97,0.605
IVIDEO,2017-06-01,IMHO,2351694,16,19,M,1,148,0.483
IVIDEO,2016-02-01,YOUTUBE,3129406,20,14,W,0,122,0.406
DISPLAY,2016-06-01,SPORTEXPRESS,5905146,20,25,M,1,75,0.361
DISPLAY,2017-06-01,MAILPOST,33795072,16,28,W,1,1074,0.69
DISPLAY,2016-10-01,MAILPOST,24351437,18,32,M,1,1070,0.728
DISPLAY,2017-03-01,VK,11469767,20,20,W,0,292,0.424
DISPLAY,2016-09-01,MAILPOST,10438752,25,20,W,0,778,0.79
IVIDEO,2016-09-01,GPMD,879604,18,26,P,1,54,0.538
DISPLAY,2016-07-01,MAILMAIN,2897176,20,14,W,0,307,0.803
DISPLAY,2016-06-01,VK,1382975,20,20,W,1,63,0.844
IVIDEO,2016-04-01,YOUTUBE,1381872,18,26,W,1,50,0.478
IVIDEO,2016-09-01,YOUTUBE,1025105,20,34,W,1,63,0.596
DISPLAY,2016-01-01,MAILPOST,9576598,25,19,W,1,792,0.703
DISPLAY,2016-10-01,MAILLADY,2433135,25,20,W,1,193,0.786
DISPLAY,2016-02-01,OK,2133777,20,14,W,0,114,0.708
IVIDEO,2017-06-01,GPMD,1810998,16,24,M,0,98,0.757
IVIDEO,2017-09-01,GPMD,2284485,25,19,W,0,185,0.745
IVIDEO,2016-12-01,IMHO,863720,25,29,W,0,90,0.536
DISPLAY,2018-02-01,VK,688080,20,14,W,0,55,0.845
DISPLAY,2016-09-01,MAILPOST,24601867,16,29,P,0,1580,0.92
DISPLAY,2017-08-01,MAILPOST,594276,25,24,W,1,110,0.777
IVIDEO,2017-03-01,IMHO,1263201,20,34,W,1,72,0.397
IVIDEO,2016-03-01,IMHO,558683,25,19,W,1,41,0.535
DISPLAY,2017-07-01,MAILMAIN,917417,16,28,W,1,90,0.732
IVIDEO,2016-09-01,STS,629189,16,19,W,0,70,0.798
IVIDEO,2017-10-01,GPMD,1569729,25,19,W,0,166,0.586
DISPLAY,2017-05-01,VK,3797321,16,18,M,0,155,0.742
DISPLAY,2017-06-01,MATCHTV,4065583,18,32,M,1,92,0.492
DISPLAY,2017-03-01,MAILPOST,11059505,16,19,W,0,548,0.806
DISPLAY,2016-04-01,VK,2492321,20,20,W,1,91,0.693
DISPLAY,2016-06-01,VK,5248309,16,18,M,1,173,0.664
IVIDEO,2016-11-01,STS,636374,25,19,W,0,62,0.779
DISPLAY,2017-05-01,MAILMAIN,3116967,16,28,W,1,298,0.675
IVIDEO,2016-11-01,IMHO,1122500,25,29,W,0,104,0.688
IVIDEO,2016-07-01,YOUTUBE,1318706,16,19,W,0,88,0.614
IVIDEO,2016-08-01,IMHO,550115,25,19,W,0,68,0.65
IVIDEO,2017-05-01,GPMD,1321964,20,34,W,1,165,0.692
IVIDEO,2016-04-01,STS,970405,25,19,W,1,43,0.362
IVIDEO,2016-04-01,STS,2195046,25,19,W,1,60,0.246
DISPLAY,2016-03-01,OK,3482276,16,28,W,1,169,0.564
IVIDEO,2016-08-01,YOUTUBE,2550758,16,19,W,0,81,0.618
IVIDEO,2016-05-01,GPMD,325052,25,29,W,0,55,0.87
IVIDEO,2016-08-01,IMHO,1422618,16,19,W,0,93,0.538
IVIDEO,2017-01-01,GPMD,2084138,18,26,P,1,50,0.43
IVIDEO,2017-08-01,IMHO,1243756,18,16,W,1,49,0.336
IVIDEO,2016-09-01,IMHO,415313,25,29,W,0,44,0.601
DISPLAY,2016-05-01,MAILMAIN,946027,25,25,M,1,180,0.76
IVIDEO,2017-11-01,IMHO,4254036,13,11,M,0,56,0.13
DISPLAY,2017-12-01,MAILAUDIO,2131820,20,24,P,0,50,0.956
DISPLAY,2017-11-01,VK,1632015,16,18,M,0,73,0.794
IVIDEO,2017-11-01,IMHO,10483086,20,14,W,0,179,0.227
DISPLAY,2017-10-01,VK,9550707,16,19,W,0,352,0.793
IVIDEO,2017-10-01,GPMD,780960,25,29,W,1,43,0.45
IVIDEO,2016-07-01,IMHO,1280945,25,29,W,1,76,0.53
DISPLAY,2017-07-01,MAILPOST,2998887,13,11,M,0,74,0.416
IVIDEO,2016-09-01,STS,749091,16,19,W,0,46,0.869
DISPLAY,2016-07-01,OK,9900592,16,19,W,0,248,0.745
DISPLAY,2017-03-01,VK,3997943,16,19,W,0,139,0.776
DISPLAY,2017-01-01,BABYBLOG,2354456,12,52,P,0,112,1.0
IVIDEO,2016-08-01,GPMD,917717,25,29,W,0,123,0.788
DISPLAY,2016-08-01,VK,3115538,20,14,W,0,178,0.735
DISPLAY,2016-08-01,GDN,71181551,20,20,W,0,812,0.541
DISPLAY,2017-02-01,VK,5120099,14,10,W,0,52,0.707
DISPLAY,2016-08-01,VK,2772758,17,7,W,0,109,0.731
DISPLAY,2016-08-01,MAILPOST,13382038,25,29,W,1,900,0.749
DISPLAY,2016-03-01,VK,5003672,20,14,W,0,284,0.756
IVIDEO,2017-03-01,STS,394422,20,14,W,0,51,0.899
IVIDEO,2017-04-01,GPMD,1505342,25,29,W,0,174,0.629
IVIDEO,2016-01-01,GPMD,1468615,16,19,W,0,112,0.592
IVIDEO,2016-05-01,YOUTUBE,1093047,25,19,W,1,104,0.47
DISPLAY,2016-01-01,MAILMAIN,2567015,25,19,W,1,394,0.657
IVIDEO,2016-09-01,GPMD,1273647,18,32,M,1,144,0.656
DISPLAY,2016-03-01,OK,5264312,25,20,W,0,290,0.631
IVIDEO,2017-05-01,STS,454536,25,19,W,0,47,0.782
IVIDEO,2016-06-01,GPMD,330046,20,34,W,1,46,0.782
IVIDEO,2016-05-01,GPMD,1246042,20,14,W,0,88,0.637
DISPLAY,2016-02-01,MAILPOST,668956,20,20,W,0,48,0.888
DISPLAY,2017-12-01,OK,5853867,16,28,W,1,161,0.541
DISPLAY,2017-12-01,VK,721107,20,24,W,1,56,0.639
DISPLAY,2016-06-01,VK,2403179,16,24,W,0,244,0.776
IVIDEO,2018-02-01,OK,4371574,20,14,W,0,80,0.749
DISPLAY,2016-10-01,OK,1997784,25,20,W,1,90,0.572
IVIDEO,2017-07-01,GPMD,3345268,18,32,M,1,195,0.548
IVIDEO,2017-07-01,OK,690670,25,19,W,0,67,0.736
DISPLAY,2017-07-01,OK,10144838,16,19,W,0,209,0.734
IVIDEO,2016-09-01,GPMD,1627410,18,27,P,1,110,0.515
DISPLAY,2016-03-01,VK,703490,16,29,P,0,83,0.871
IVIDEO,2016-12-01,GPMD,3593241,18,26,P,1,210,0.391
IVIDEO,2017-06-01,GPMD,1616790,18,32,M,1,111,0.518
DISPLAY,2017-09-01,OK,694662,12,52,P,0,59,1.0
DISPLAY,2016-10-01,MAILMAIN,1937492,18,32,M,1,214,0.763
IVIDEO,2016-05-01,YOUTUBE,1400201,18,16,W,0,49,0.646
DISPLAY,2016-02-01,MAILMAIN,8603646,25,19,W,1,722,0.724
DISPLAY,2017-01-01,MAILPOST,13690947,18,26,P,1,2084,0.786
DISPLAY,2016-08-01,VK,4121418,16,19,W,0,170,0.769
DISPLAY,2016-02-01,MAILLADY,1891505,25,30,P,1,298,0.862
IVIDEO,2017-03-01,GPMD,3158216,25,29,W,0,326,0.592
IVIDEO,2016-09-01,YOUTUBE,827536,13,11,M,0,69,0.679
DISPLAY,2016-05-01,MAILPOST,13865065,16,14,W,1,494,0.68
DISPLAY,2016-03-01,VK,446348,25,24,W,1,54,0.819
IVIDEO,2017-05-01,GPMD,1414903,16,24,M,0,97,0.684
IVIDEO,2016-08-01,GPMD,854010,16,19,W,0,100,0.738
DISPLAY,2017-02-01,OK,7077087,18,26,W,1,305,0.629
DISPLAY,2016-08-01,MAILPOST,17503173,16,19,W,0,723,0.832
DISPLAY,2016-09-01,MAILPOST,23140693,20,15,W,1,669,0.709
IVIDEO,2016-02-01,GPMD,807153,20,20,W,1,83,0.489
DISPLAY,2016-07-01,GDN,10836716,20,20,W,1,66,0.47
IVIDEO,2017-10-01,IMHO,5120623,18,32,M,1,270,0.472
DISPLAY,2016-10-01,MAILMYWORLD,1949943,25,20,W,1,116,0.742
DISPLAY,2016-10-01,MAILHEALTH,2735640,25,20,W,1,236,0.709
IVIDEO,2016-08-01,IMHO,2078994,18,26,P,1,113,0.494
IVIDEO,2016-04-01,YOUTUBE,430387,18,17,P,1,42,0.645
IVIDEO,2016-11-01,IMHO,4527891,16,19,W,0,210,0.457
DISPLAY,2016-05-01,GDN,17443662,20,14,W,0,129,0.5
IVIDEO,2018-02-01,GPMD,339522,20,44,W,0,57,0.684
DISPLAY,2016-04-01,MAILPOST,27646923,15,20,W,0,915,0.79
IVIDEO,2017-11-01,IMHO,4968059,25,19,W,0,356,0.392
IVIDEO,2017-09-01,IMHO,4069503,25,29,W,1,226,0.411
